Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Crucible (Remastered),Halford,Crucible (Remastered),2002,278240,4,0.478,0.878,0,-5.475,1,0.0398,0.00000864,0.0936,0.0778,0.173,89.988,8
Made In Hell,Halford,Resurrection,2000,252066,4,0.493,0.979,7,-4.854,1,0.137,0.000194,0.00161,0.395,0.325,104.016,21
Resurrection,Halford,Resurrection,2000,238000,4,0.444,0.97,2,-4.669,1,0.155,0.000466,0.0173,0.0888,0.0923,101.99,27
The Hellion - Live Insurrection,Halford,Live Insurrection,2009,48106,4,0.151,0.687,9,-2.787,1,0.0464,0.067,0.941,0.849,0.227,87.424,7
The One You Love to Hate,Halford,Resurrection,2000,191533,4,0.451,0.991,2,-3.257,1,0.0867,0.000941,0,0.128,0.366,91.672,25
Atom and Evil,Heaven & Hell,The Devil You Know,2009,315160,4,0.426,0.781,3,-5.9,0,0.0382,0.00219,0.0000618,0.231,0.217,119.973,20
Bible Black,Heaven & Hell,The Devil You Know,2009,386706,4,0.34,0.783,1,-6.235,1,0.0394,0.00457,0.000153,0.0812,0.312,81.932,30
E5150 / After All (The Dead) - Live from Radio City Music Hall,Heaven & Hell,Live From Radio City Music Hall,2007,510733,4,0.119,0.721,10,-9.333,1,0.0497,0.00285,0.0534,0.462,0.186,70.069,12
Falling off the Edge of the World - Live from Radio City Music Hall,Heaven & Hell,Live From Radio City Music Hall,2007,344946,4,0.219,0.857,2,-7.931,0,0.0669,0.00044,0.105,0.606,0.208,147.876,10
Fear,Heaven & Hell,The Devil You Know,2009,286280,4,0.404,0.899,11,-5.456,1,0.0441,0.000491,0.0000433,0.458,0.321,77.993,20
Rock and Roll Angel,Heaven & Hell,The Devil You Know,2009,362400,1,0.389,0.77,1,-5.773,0,0.0374,0.00473,0.000178,0.106,0.205,78.943,17
The Devil Cried - Live from Radio City Music Hall,Heaven & Hell,Live From Radio City Music Hall,2007,689653,4,0.455,0.878,3,-8.411,0,0.102,0.000163,0.572,0.789,0.271,117.975,9
The Sign of the Southern Cross - Live from Radio City Music Hall,Heaven & Hell,Live From Radio City Music Hall,2007,546906,4,0.346,0.758,7,-8.526,1,0.0471,0.027,0.00213,0.504,0.324,114.667,14
A Tale That Wasn't Right - 2024 Remaster,Helloween,"Keeper of the Seven Keys, Pt. 1 (2024 Remaster)",1988,284526,4,0.307,0.562,9,-7.764,0,0.0339,0.107,0.00000323,0.313,0.224,118.611,48
Dr. Stein - 2024 Remaster,Helloween,"Keeper of the Seven Keys, Pt. 2 (2024 Remaster)",1988,306000,4,0.422,0.869,0,-6.973,1,0.0717,0.000826,0,0.199,0.525,148.983,43
Eagle Fly Free - 2024 Remaster,Helloween,"Keeper of the Seven Keys, Pt. 2 (2024 Remaster)",1988,310906,4,0.374,0.943,0,-6.703,1,0.0911,0.0000204,0.0000421,0.191,0.371,157.149,45
Forever and One (Neverland),Helloween,The Time of the Oath,1996,234533,3,0.176,0.703,8,-7.097,0,0.0417,0.0697,0.00000499,0.247,0.404,185.878,52
Halloween - 2024 Remaster,Helloween,"Keeper of the Seven Keys, Pt. 1 (2024 Remaster)",1987,798826,4,0.201,0.98,4,-6.446,0,0.174,0.000615,0.00131,0.0803,0.131,151.673,37
I Want Out - 2024 Remaster,Helloween,"Keeper of the Seven Keys, Pt. 2 (2024 Remaster)",1988,281840,4,0.47,0.907,0,-6.423,1,0.0443,0.000294,0.000227,0.199,0.609,91.033,54
If I Could Fly,Helloween,The Dark Ride,2000,249000,4,0.475,0.906,4,-4.995,0,0.0377,0.0048,0,0.0998,0.672,79.089,48
Power,Helloween,The Time of the Oath,1985,208906,4,0.434,0.977,1,-6.204,0,0.124,0.00499,0.00000874,0.544,0.361,109.994,44
Rise and Fall - 2024 Remaster,Helloween,"Keeper of the Seven Keys, Pt. 2 (2024 Remaster)",1988,263000,4,0.286,0.978,11,-6.829,0,0.127,0.00152,0,0.0947,0.369,150.465,31
Cloud Connected,In Flames,Reroute To Remain,2002,220706,4,0.479,0.908,0,-5.466,0,0.0452,0.00000545,0.856,0.0932,0.313,95.088,57
Dead End,In Flames,Come Clarity,2019,202600,4,0.247,0.982,1,-3.23,1,0.112,0.000139,0.0385,0.345,0.0822,178.199,32
I Am Above,In Flames,"I, The Mask",2014,229816,4,0.544,0.98,10,-4.494,0,0.109,0.0000332,0.00000662,0.0689,0.193,120.026,48
In Plain View,In Flames,Siren Charms,2011,245626,4,0.545,0.959,10,-4.874,0,0.0725,0.000306,0.00975,0.11,0.395,110.031,34
Meet Your Maker,In Flames,Foregone,2011,237300,4,0.489,0.968,1,-4.41,1,0.108,0.0000466,0.00221,0.0904,0.184,95.065,59
Only for the Weak,In Flames,Clayman,2002,294866,4,0.418,0.835,0,-4.824,0,0.0449,0.00000233,0.766,0.289,0.549,104.986,63
Take This Life,In Flames,Come Clarity,2006,215200,4,0.452,0.993,10,-4.74,0,0.172,0.00000288,0.53,0.152,0.121,119.926,45
The Mirror's Truth,In Flames,A Sense of Purpose (The Mirror's Truth Version),2008,179720,4,0.42,0.976,10,-3.285,0,0.0882,0.0000813,0.188,0.1,0.295,180.033,45
The Quiet Place,In Flames,Soundtrack to Your Escape (The Quiet Place Version),2006,225026,4,0.517,0.961,10,-5.314,0,0.143,0.00033,0.321,0.698,0.159,104.747,51
Trigger,In Flames,Reroute To Remain,2006,298693,4,0.446,0.966,8,-5.573,1,0.0823,0.00000731,0.869,0.307,0.255,92.426,50
2 Minutes to Midnight,Iron Maiden,Powerslave,1984,363000,4,0.447,0.97,9,-5.004,0,0.0508,0.00753,0.000291,0.199,0.588,94.254,52
Aces High,Iron Maiden,Powerslave,1984,271000,4,0.3,0.936,7,-5.398,1,0.0456,0.034,0.0209,0.158,0.757,133.115,50
Fear of the Dark,Iron Maiden,Fear of the Dark,1982,438000,4,0.308,0.866,2,-5.671,0,0.0593,0.000738,0.00146,0.232,0.228,109.823,54
Flight of Icarus (2015 Remaster),Iron Maiden,Piece of Mind (2015 Remaster),1983,230760,4,0.367,0.917,6,-4.829,0,0.0773,0.147,0.000121,0.169,0.343,110.455,48
Hallowed Be Thy Name,Iron Maiden,The Number of the Beast,1982,431000,4,0.311,0.881,0,-6.215,1,0.0362,0.0336,0.344,0.45,0.302,104.235,53
Phantom of the Opera,Iron Maiden,Iron Maiden,1980,441000,4,0.319,0.952,4,-5.315,0,0.0723,0.0000626,0.155,0.925,0.228,109.291,42
Powerslave,Iron Maiden,Powerslave,1984,431000,4,0.301,0.974,11,-5.341,0,0.102,0.0282,0.0498,0.242,0.328,136.013,43
Run to the Hills,Iron Maiden,The Number of the Beast,1982,233000,4,0.249,0.943,0,-5.188,1,0.0665,0.0286,0.00404,0.161,0.457,173.672,58
The Number of the Beast,Iron Maiden,The Number of the Beast,1982,290000,4,0.409,0.887,2,-6.839,0,0.0578,0.0876,0.106,0.0935,0.289,100.494,54
The Trooper,Iron Maiden,Piece of Miefdnd,1983,252000,4,0.286,0.907,4,-4.601,0,0.0702,0.0326,0.00837,0.311,0.662,159.756,61
Wasted Years,Iron Maiden,Somewhere in Time,1986,309000,4,0.315,0.96,4,-4.657,0,0.0933,0.0259,0.000141,0.161,0.496,154.131,53
Beyond the Realms of Death,Judas Priest,Stained Class,1978,409000,4,0.287,0.716,11,-5.653,0,0.0311,0.0381,0.0000324,0.164,0.544,172.123,51
Breaking the Law,Judas Priest,British Steel,1980,153000,4,0.362,0.961,2,-5.664,1,0.0857,0.024,0.00000935,0.159,0.491,164.019,70
Electric Eye,Judas Priest,Screaming For Vengeance,1982,218000,4,0.431,0.947,9,-6.011,1,0.0752,0.000779,0.000253,0.356,0.365,96.539,46
Hell Bent for Leather,Judas Priest,Killing Machine,1978,160000,4,0.309,0.867,9,-6.43,1,0.192,0.00707,0.0000214,0.342,0.282,192.463,47
Living Bad Dreams,Judas Priest,Painkiller,1990,321000,4,0.357,0.694,0,-5.951,1,0.0369,0.0398,0.000483,0.161,0.0688,114.021,36
Painkiller,Judas Priest,Painkiller,1990,365826,4,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0879,0.268,0.1,103.162,65
Painkiller,Judas Priest,Painkiller,1990,365000,4,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0879,0.268,0.1,103.162,66
Rapid Fire,Judas Priest,British Steel,1981,248000,4,0.375,0.994,2,-5.829,1,0.0902,0.000267,0.00075,0.316,0.259,135.431,44
The Hellion,Judas Priest,Screaming For Vengeance,1982,41000,5,0.154,0.432,9,-7.517,1,0.0333,0.00000501,0.901,0.254,0.335,134.744,37
Turbo Lover - Remastered,Judas Priest,Turbo 30,1986,333999,4,0.551,0.876,9,-7.02,1,0.037,0.174,0.00000904,0.397,0.746,151.575,54
Turbo Lover - Remastered,Judas Priest,Turbo 30,1986,334000,4,0.551,0.876,9,-7.02,1,0.037,0.174,0.00000904,0.397,0.746,151.575,55
Victim Of Changes,Judas Priest,Sad Wings Of Destiny,1976,468000,4,0.291,0.326,2,-13.92,1,0.0336,0.000843,0.223,0.0864,0.264,74.263,39
You've Got Another Thing Coming,Judas Priest,Screaming For Vengeance,1982,310000,4,0.511,0.82,6,-6.962,0,0.049,0.00467,0.00000607,0.104,0.543,138.2,47
Always,Killswitch Engage,Disarm the Descent (Special Edition),2006,273053,4,0.535,0.936,7,-5.372,0,0.0377,0.000456,0.00359,0.356,0.316,115.005,48
Fixation on the Darkness,Killswitch Engage,Alive or Just Breathing,2004,217973,4,0.535,0.978,2,-3.779,0,0.0856,0.0000249,0.0938,0.231,0.404,134.05,40
Hate by Design,Killswitch Engage,Incarnate,2016,226786,4,0.384,0.979,2,-2.451,1,0.107,0.0000256,0.0000651,0.788,0.303,179.948,48
Holy Diver,Killswitch Engage,Metal Covers,2004,250253,4,0.361,0.995,0,-2.584,0,0.132,0.0000784,0.00567,0.241,0.264,185.965,3
In Due Time,Killswitch Engage,Disarm the Descent (Special Edition),2013,197573,4,0.486,0.959,0,-3.857,0,0.0485,0.000203,0.0259,0.173,0.527,84.997,56
My Curse,Killswitch Engage,As Daylight Dies (Special Edition),2006,244773,3,0.197,0.956,10,-2.908,0,0.0663,0.0000761,0.00992,0.261,0.209,177.018,68
Rose of Sharyn,Killswitch Engage,The End of Heartache (Special Edition),2004,216306,4,0.469,0.978,8,-4.399,1,0.0628,0.0000559,0.0168,0.294,0.413,90.994,51
Take This Oath,Killswitch Engage,The End of Heartache (Special Edition),2006,226666,4,0.387,0.983,5,-4.063,0,0.16,0.0000403,0.0811,0.207,0.316,184.006,42
The End of Heartache,Killswitch Engage,The End of Heartache (Special Edition),2004,298106,4,0.469,0.976,0,-3.569,0,0.111,0.000287,0.217,0.0636,0.222,124.001,64
Abigail,King Diamond,Abigail,1987,290693,4,0.313,0.79,9,-12.718,1,0.0468,0.00285,0.77,0.328,0.587,146.645,42
Funeral,King Diamond,Abigail,1998,90840,1,0.271,0.377,7,-20.491,1,0.0787,0.656,0.105,0.186,0.0398,104.469,28
Mirror Mirror,King Diamond,Give Me Your Soul...Please,1986,299560,3,0.598,0.951,0,-5.84,1,0.0469,0.0019,0.00493,0.145,0.7,121.588,13
No Presents for Christmas,King Diamond,The Dark Sides,1985,261665,4,0.376,0.926,4,-10.785,0,0.0755,0.00116,0.55,0.231,0.245,133.299,20
Sleepless Nights,King Diamond,Conspiracy,1987,305933,4,0.387,0.662,9,-13.916,0,0.0399,0.0235,0.147,0.33,0.626,142.429,35
The Family Ghost,King Diamond,Abigail,1989,245893,4,0.256,0.87,9,-11.187,1,0.102,0.00805,0.232,0.366,0.177,102.911,34
The Invisible Guests,King Diamond,Them,1990,304400,4,0.337,0.972,9,-8.615,1,0.0947,0.00863,0.881,0.377,0.29,113.32,33
